Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
cost-effectiveness of routine radiation therapy following conservative surgery for early-stage breast cancer,https://pubmed.ncbi.nlm.nih.gov/9508186/,XX,03,1998,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,16,3,0732-183X,J A,Hayman,"Department of Radiation Oncology, University of Michigan, Ann Arbor 48109-0010, USA. hayman@umich.edu",B E,Hillner,J R,Harris,J C,Weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place of surgery in high-risk tumours of the prostate,https://pubmed.ncbi.nlm.nih.gov/20727805/,19,08,2010,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,14,6-7,1769-6658,M,Soulié,"Service d'Urologie, d'Andrologie et de Transplantation Rénale, Hôpital de Rangueil, CHU de Toulouse, 1 avenue Jean-Poulhès, 31403 Toulouse cedex 04, France. soulie.m@chu-toulouse.fr",F,Rozet,C,Hennequin,L,Salomon,,,,,,,,,,,,,,,,,,,,,,,,Membres du Sous-Comité Prostate du CCAFU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"treatment strategies for stage ib cervical cancer: a cost-effectiveness analysis from korean, canadian and u.s. perspectives",https://pubmed.ncbi.nlm.nih.gov/26548733/,06,11,2015,Gynecologic oncology,140,1,1095-6859,Jung-Yun,Lee,"Department of Obstetrics and Gynecology, Institute of Women's Life Medical Science, Yonsei University College of Medicine, Seoul, Republic of Korea.",Janice S,Kwon,David E,Cohn,Younhee,Kim,Blair,Smith,Tae-Jin,Lee,Jae-Weon,Kim,,,"Division of Gynecologic Oncology, University of British Columbia and BC Cancer Agency, Vancouver, BC, Canada.","Division of Gynecologic Oncology, Department of Obstetrics and Gynecology, Ohio State University College of Medicine, Columbus, OH, USA.","Institute of Health and Environment, Graduate School of Public Health, Seoul National University, Seoul, Republic of Korea.",,,,,,,,,,,,,,,"Division of Gynecologic Oncology, Department of Obstetrics and Gynecology, Ohio State University College of Medicine, Columbus, OH, USA.","Institute of Health and Environment, Graduate School of Public Health, Seoul National University, Seoul, Republic of Korea; Department of Health Policy and Management, Graduate School of Public Health, Seoul National University, Seoul, Republic of Korea.","Department of Obstetrics and Gynecology, Seoul National University, College of Medicine, Seoul, Republic of Korea. Electronic address: kjwksh@snu.ac.kr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
establishing cost-effective allocation of proton therapy for breast irradiation,https://pubmed.ncbi.nlm.nih.gov/27084617/,19,03,2016,"International journal of radiation oncology, biology, physics",95,1,1879-355X,Raymond B,Mailhot Vega,"Department of Radiation Oncology, NYU School of Medicine, New York, New York.",Omar,Ishaq,Ann,Raldow,Carmen A,Perez,Rachel,Jimenez,Marielle,Scherrer-Crosbie,Marc,Bussiere,Alphonse,Taghian,"Department of Radiation Oncology, NYU School of Medicine, New York, New York.","Radiation Oncology Program, Harvard University, Boston, Massachusetts.","Department of Radiation Oncology, NYU School of Medicine, New York, New York.",David J,Sher,Shannon M,MacDonald,,,,,,,,,,,"Department of Radiation Oncology, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts.","Cardiovascular Research Center, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts.","Department of Radiation Oncology, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts.","Department of Radiation Oncology, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts.","Department of Radiation Oncology, University of Texas Southwestern Medical Center, San Antonio, Texas.","Department of Radiation Oncology, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts. Electronic address: smacdonald@partners.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness and budgetary consequence analysis of durvalumab consolidation therapy vs no consolidation therapy after chemoradiotherapy in stage iii non-small cell lung cancer in the context of the us health care system,https://pubmed.ncbi.nlm.nih.gov/30543349/,01,03,2019,JAMA oncology,5,3,2374-2445,Steven D,Criss,"Institute for Technology Assessment, Massachusetts General Hospital, Boston.",Meghan J,Mooradian,Deirdre F,Sheehan,Leyre,Zubiri,Melissa A,Lumish,Justin F,Gainor,Kerry L,Reynolds,Chung Yin,Kong,"Massachusetts General Hospital Cancer Center, Boston.","Institute for Technology Assessment, Massachusetts General Hospital, Boston.","Massachusetts General Hospital Cancer Center, Boston.",,,,,,,,,,,,,,,"Massachusetts General Hospital Cancer Center, Boston.","Massachusetts General Hospital Cancer Center, Boston.","Massachusetts General Hospital Cancer Center, Boston.","Institute for Technology Assessment, Massachusetts General Hospital, Boston.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
active surveillance vs. treatment for low-risk prostate cancer: a cost comparison,https://pubmed.ncbi.nlm.nih.gov/21616691/,25,05,2011,Urologic oncology,31,5,1873-2496,Ahmed,Eldefrawy,"Department of Urology, Miller School of Medicine, University of Miami, Miami, FL 33101, USA.",Devendar,Katkoori,Matthew,Abramowitz,Mark S,Soloway,Murugesan,Manoharan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
challenges for nuclear medicine in the 1990s,https://pubmed.ncbi.nlm.nih.gov/1436900/,XX,02,1992,Nuclear medicine communications,13,2,0143-3636,P J,Ell,"Institute of Nuclear Medicine, University College and Middlesex School of Medicine, London, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primary treatments for clinically localised prostate cancer: a comprehensive lifetime cost-utility analysis,https://pubmed.ncbi.nlm.nih.gov/23279038/,28,12,2012,BJU international,111,3,1464-410X,Matthew R,Cooperberg,"Departments of Urology and Epidemiology and Biostatistics, UCSF Helen Diller Family Comprehensive Cancer Center, San Francisco, CA, USA. mcooperberg@urology.ucsf.edu",Naren R,Ramakrishna,Steven B,Duff,Kathleen E,Hughes,Sara,Sadownik,Joseph A,Smith,Ashutosh K,Tewari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using nonrandomized studies to inform complex clinical decisions: the thorny issue of cranial radiation therapy for t-cell acute lymphoblastic leukemia,https://pubmed.ncbi.nlm.nih.gov/25755144/,05,03,2015,Pediatric blood & cancer,62,5,1545-5017,Michael J,Kelly,"Division of Pediatric Hematology/Oncology, The Floating Hospital for Children at Tufts Medical Center, Boston, Massachusetts; Department of Pediatrics, Tufts University School of Medicine, Boston, Massachusetts.",Stephen G,Pauker,Susan K,Parsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the combined use of surgery and radiotherapy to treat patients with epidural cord compression due to metastatic disease: a cost-utility analysis,https://pubmed.ncbi.nlm.nih.gov/22505658/,14,04,2012,Neuro-oncology,14,5,1523-5866,Julio C,Furlan,"Division of Genetics and Development, Toronto Western Research Institute, Krembil Neuroscience Centre, Spinal Program, Toronto Western Hospital, University Health Network, Toronto, Ontario, Canada M5T 2S8. jcfurlan@gmail.com",Kelvin K-W,Chan,Guillermo A,Sandoval,Kenneth C K,Lam,Christopher A,Klinger,Roy A,Patchell,Audrey,Laporte,Michael G,Fehlings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypofractioned radiotherapy in elderly patient with glioblastoma,https://pubmed.ncbi.nlm.nih.gov/30197025/,06,09,2018,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,22,6-7,1769-6658,L,Kuntz,"Département universitaire de radiothérapie, centre Paul-Strauss, Unicancer, 3, rue de-la-Porte de l'Hôpital, 67065 Strasbourg, France.",G,Noel,D,Antoni,,,,,,,,,,,"Département universitaire de radiothérapie, centre Paul-Strauss, Unicancer, 3, rue de-la-Porte de l'Hôpital, 67065 Strasbourg, France; CNRS, IPHC UMR 7178, centre Paul-Strauss, université de Strasbourg, Unicancer, 67000 Strasbourg, France.","Département universitaire de radiothérapie, centre Paul-Strauss, Unicancer, 3, rue de-la-Porte de l'Hôpital, 67065 Strasbourg, France; CNRS, IPHC UMR 7178, centre Paul-Strauss, université de Strasbourg, Unicancer, 67000 Strasbourg, France. Electronic address: dantoni@strasbourg.unicancer.fr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a quantitative clinical decision-support strategy identifying which patients with oropharyngeal head and neck cancer may benefit the most from proton radiation therapy,https://pubmed.ncbi.nlm.nih.gov/30496877/,26,11,2018,"International journal of radiation oncology, biology, physics",104,3,1879-355X,N Patrik,Brodin,"Institute for Onco-Physics, Albert Einstein College of Medicine, Bronx, New York; Department of Radiation Oncology, Montefiore Medical Center, Bronx, New York.",Rafi,Kabarriti,Mark,Pankuch,Clyde B,Schechter,Vinai,Gondi,Shalom,Kalnicki,Chandan,Guha,Madhur K,Garg,"Institute for Onco-Physics, Albert Einstein College of Medicine, Bronx, New York; Department of Radiation Oncology, Montefiore Medical Center, Bronx, New York.","Northwestern Medicine Chicago Proton Center, Warrenville, Illinois.","Department of Family and Social Medicine, Albert Einstein College of Medicine, Bronx, New York.",Wolfgang A,Tomé,,,,,,,,,,,,,"Northwestern Medicine Chicago Proton Center, Warrenville, Illinois.","Department of Radiation Oncology, Montefiore Medical Center, Bronx, New York; Department of Urology, Montefiore Medical Center, Bronx, New York.","Institute for Onco-Physics, Albert Einstein College of Medicine, Bronx, New York; Department of Radiation Oncology, Montefiore Medical Center, Bronx, New York; Department of Urology, Montefiore Medical Center, Bronx, New York; Department of Pathology, Albert Einstein College of Medicine, Bronx, New York.","Institute for Onco-Physics, Albert Einstein College of Medicine, Bronx, New York; Department of Radiation Oncology, Montefiore Medical Center, Bronx, New York; Northwestern Medicine Chicago Proton Center, Warrenville, Illinois; Department of Otorhinolaryngology-Head & Neck Surgery, Montefiore Medical Center, Bronx, New York.","Institute for Onco-Physics, Albert Einstein College of Medicine, Bronx, New York; Department of Radiation Oncology, Montefiore Medical Center, Bronx, New York; Department of Neurology, Albert Einstein College of Medicine, Bronx, New York. Electronic address: wolfgang.tome@einstein.yu.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
costs and effectiveness of staging and treatment options in early-stage hodgkin's disease,https://pubmed.ncbi.nlm.nih.gov/11429226/,15,07,2001,"International journal of radiation oncology, biology, physics",50,4,0360-3016,A K,Ng,"Department of Radiation Oncology, Harvard Medical School, Boston, MA, USA.",K M,Kuntz,P M,Mauch,J C,Weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiosurgery alone for 5 or more brain metastases: expert opinion survey,https://pubmed.ncbi.nlm.nih.gov/21121790/,XX,12,2010,Journal of neurosurgery,113 Suppl,,1933-0693,Jonathan P S,Knisely,"Department of Therapeutic Radiology, Yale University School of Medicine & Yale Cancer Center, New Haven, Connecticut 06520-8040, USA. jonathan.knisely@yale.edu",Masaaki,Yamamoto,Cary P,Gross,William A,Castrucci,Hidefumi,Jokura,Veronica L S,Chiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a validated prediction model for overall survival from stage iii non-small cell lung cancer: toward survival prediction for individual patients,https://pubmed.ncbi.nlm.nih.gov/25936599/,30,04,2015,"International journal of radiation oncology, biology, physics",92,4,1879-355X,Cary,Oberije,"Radiation Oncology, Research Institute GROW of Oncology, Maastricht University Medical Center, Maastricht, The Netherlands. Electronic address: cary.oberije@maastro.nl.",Dirk,De Ruysscher,Ruud,Houben,Michel,van de Heuvel,Wilma,Uyterlinde,Joseph O,Deasy,Jose,Belderbos,Anne-Marie C,Dingemans,"Radiation Oncology, Research Institute GROW of Oncology, Maastricht University Medical Center, Maastricht, The Netherlands; Universitaire Ziekenhuizen Leuven, KU Leuven, Belgium.","Radiation Oncology, Research Institute GROW of Oncology, Maastricht University Medical Center, Maastricht, The Netherlands.","Department of Thoracic Oncology, Netherlands Cancer Institute, Amsterdam, The Netherlands.",Andreas,Rimner,Shaun,Din,Philippe,Lambin,,,,,,,,,"Department of Thoracic Oncology, Netherlands Cancer Institute, Amsterdam, The Netherlands.","Memorial Sloan Kettering Cancer Center, New York.","Department of Radiation Oncology, Netherlands Cancer Institute, Amsterdam, The Netherlands.","Department of Pulmonology, University Hospital Maastricht, Research Institute GROW of Oncology, Maastricht, The Netherlands.","Memorial Sloan Kettering Cancer Center, New York.","Memorial Sloan Kettering Cancer Center, New York.","Radiation Oncology, Research Institute GROW of Oncology, Maastricht University Medical Center, Maastricht, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organ preserving strategies for rectal cancer treatment,https://pubmed.ncbi.nlm.nih.gov/26278990/,13,08,2015,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,19,6-7,1769-6658,V,Vendrely,"Service de radiothérapie, hôpital Haut-Lévêque, avenue de Magellan, 33604 Pessac cedex, France. Electronic address: veronique.vendrely@chu-bordeaux.fr.",Q,Denost,F,Amestoy,B,Célérier,D,Smith,A,Rullier,É,Rullier,,,"Service de chirurgie viscérale, hôpital Saint-André, 1, rue Jean-Burguet, 33000 Bordeaux, France.","Service de radiothérapie, hôpital Haut-Lévêque, avenue de Magellan, 33604 Pessac cedex, France.","Service de chirurgie viscérale, hôpital Saint-André, 1, rue Jean-Burguet, 33000 Bordeaux, France.",,,,,,,,,,,,,,,"Service d'oncologie médicale, hôpital Saint-André, 1, rue Jean-Burguet, 33000 Bordeaux, France.","Service d'anatomopathologie, hôpital Pellegrin, place Amélie-Rabat-Léon, 33000 Bordeaux, France.","Service de chirurgie viscérale, hôpital Saint-André, 1, rue Jean-Burguet, 33000 Bordeaux, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomogram for predicting para-aortic lymph node metastases in patients with cervical cancer,https://pubmed.ncbi.nlm.nih.gov/29943132/,26,06,2018,Archives of gynecology and obstetrics,298,2,1432-0711,Weiping,Wang,"Department of Radiation Oncology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, NO.1 Shuaifuyuan Wangfujing, Dongcheng District, Beijing, 100730, People's Republic of China.",Xiaoliang,Liu,Qingyu,Meng,Fuquan,Zhang,Ke,Hu,,,,,,,"Department of Radiation Oncology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, NO.1 Shuaifuyuan Wangfujing, Dongcheng District, Beijing, 100730, People's Republic of China.","Department of Radiation Oncology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, NO.1 Shuaifuyuan Wangfujing, Dongcheng District, Beijing, 100730, People's Republic of China.","Department of Radiation Oncology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, NO.1 Shuaifuyuan Wangfujing, Dongcheng District, Beijing, 100730, People's Republic of China. zhangfuquan3@sina.com.",,,,,,,,,,,,,,,"Department of Radiation Oncology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, NO.1 Shuaifuyuan Wangfujing, Dongcheng District, Beijing, 100730, People's Republic of China. huke8000@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figo stage ib1 cervical carcinoma: place and principles of brachytherapy,https://pubmed.ncbi.nlm.nih.gov/28233697/,21,02,2017,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,21,2,1769-6658,A,Huertas,"Department of Radiotherapy, Institut de cancérologie de Lorraine, 6, avenue de Bourgogne, 54500 Vandœuvre-lès-Nancy, France. Electronic address: huertas@hotmail.fr.",S,Oldrini,J-P,Nesseler,F,Courrech,P,Rétif,C,Charra-Brunaud,D,Peiffert,,,"Department of Radiotherapy, Institut de cancérologie de Lorraine, 6, avenue de Bourgogne, 54500 Vandœuvre-lès-Nancy, France.","Department of Radiotherapy, Institut de cancérologie de Lorraine, 6, avenue de Bourgogne, 54500 Vandœuvre-lès-Nancy, France.","Department of Radiotherapy, Institut de cancérologie de Lorraine, 6, avenue de Bourgogne, 54500 Vandœuvre-lès-Nancy, France.",,,,,,,,,,,,,,,"Department of Radiotherapy, Mercy Hospital, centre hospitalier régional de Metz-Thionville, 1, allée du Château, 57530 Ars-Laquenexy, France.","Department of Radiotherapy, Institut de cancérologie de Lorraine, 6, avenue de Bourgogne, 54500 Vandœuvre-lès-Nancy, France.","Department of Radiotherapy, Institut de cancérologie de Lorraine, 6, avenue de Bourgogne, 54500 Vandœuvre-lès-Nancy, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"re: byron h. lee, adam s. kibel, jay p. ciezki, et al. are biochemical recurrence outcomes similar after radical prostatectomy and radiation therapy? analysis of prostate cancer-specific mortality by nomogram-predicted risks of biochemical recurrence. eur urol 2015;67:204-9",https://pubmed.ncbi.nlm.nih.gov/25913064/,22,04,2015,European urology,68,3,1873-7560,Kevin,Lu,"Division of Urology, Department of Surgery, E-Da Hospital, Kaohsiung City, Taiwan, Republic of China; School of Medicine, I-Shou University, Kaohsiung City, Taiwan, Republic of China. Electronic address: kevinlu0620@mail2000.com.tw.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mediastinal seminoma. is it an entity to be treated differently?,https://pubmed.ncbi.nlm.nih.gov/1615195/,XX,XX,1992,Revue des maladies respiratoires,9,3,0761-8425,P,Ruffié,"Département de Médecine, Institut Gustave-Roussy, Villejuif.",J P,Droz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost effectiveness of proton therapy compared with photon therapy in the management of pediatric medulloblastoma,https://pubmed.ncbi.nlm.nih.gov/24105630/,16,09,2013,Cancer,119,24,1097-0142,Raymond B,Mailhot Vega,"Department of Radiation Oncology, Washington University in St. Louis School of Medicine, St. Louis, Missouri.",Jane,Kim,Marc,Bussière,Jona,Hattangadi,Abby,Hollander,Jeff,Michalski,Nancy J,Tarbell,Torunn,Yock,,,,Shannon M,MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of an individualized nomogram for predicting the high-volume (> 5) central lymph node metastasis in papillary thyroid microcarcinoma,https://pubmed.ncbi.nlm.nih.gov/34491546/,07,09,2021,Journal of endocrinological investigation,45,3,1720-8386,X,Wei,"Department of Internal Cardiology, The Second Affiliated Hospital, Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.",Y,Min,Y,Feng,D,He,X,Zeng,Y,Huang,S,Fan,H,Chen,"Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.",J,Chen,K,Xiang,H,Luo,G,Yin,D,Hu,,,,,"Department of Oncology, The Second Affiliated Hospital, Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Pathology, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China. yinguobing@cqmu.edu.cn.","Department of Breast and Thyroid Surgery, The Second Affiliated Hospital of Chongqing Medical University, No. 74, Linjiang Rd, Yuzhong Dist, Chongqing, 404100, People's Republic of China. hudaixing523@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
